conference,unique_id,institutions
aaai,3780,"['Tianjin University', 'Heidelberg University']"
aaai,3781,"['Tsinghua University', 'Tianjin University', 'Heidelberg University']"
aaai,3782,['Syracuse University']
aaai,3783,"['Xidian University', 'Beihang University']"
aaai,3784,"['Shanghai University', 'Nanyang Technological University', 'Xiaomi']"
aaai,3785,"['University of California, Los Angeles']"
aaai,3786,"['University of Science and Technology of China', 'Tencent', 'University of S&T of China']"
aaai,3787,"['Tsinghua University', 'Zhejiang University', 'Alibaba', 'Singapore Management University']"
aaai,3788,"['University of Michigan', 'Google']"
aaai,3789,['Tencent']
aaai,3790,"['University of Waterloo', 'Stanford University', 'Facebook']"
aaai,3791,"['University of Science and Technology of China', 'Microsoft', 'Beihang University']"
aaai,3792,"['Shanghai Jiaotong University', 'University of Illinois at Urbana-Champaign', 'University of Southern California', 'U.S. Army Research Laboratory']"
aaai,3793,"['Adobe', 'Google']"
aaai,3794,['Ohio State University']
aaai,3795,['Nankai University']
aaai,3796,['NEC']
aaai,3797,['Georgetown University']
aaai,3798,['University of Melbourne']
aaai,3799,['Singapore Management University']
aaai,3800,"['Academia Sinica', 'Amazon']"
aaai,3801,"['University of Technology Sydney', 'Tianjin University']"
aaai,3802,"['Chinese Academy of Sciences', 'Tsinghua University']"
aaai,3803,"['University of Technology Sydney', 'Alibaba']"
aaai,3804,"['Chinese Academy of Sciences', 'Microsoft', 'Tongji University']"
aaai,3805,"['Collaborative Innovation Center of Geospatial Technology', 'Nanchang University']"
aaai,3806,"['Brandeis University', 'Northeastern University']"
aaai,3807,['Chinese Academy of Sciences']
aaai,3808,"['University of Technology Sydney', 'Hong Kong Polytechnic University']"
aaai,3809,"['Tencent', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,3810,"['Pennsylvania State University', 'Apple', 'Google', 'Microsoft']"
aaai,3811,['National University of Singapore']
aaai,3812,"['Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,3813,"['Zhejiang University', 'University of Illinois at Urbana-Champaign', 'University of Southern California']"
aaai,3814,"['Peking University', 'Stony Brook University']"
aaai,3815,['Georgia Institute of Technology']
aaai,3816,"['University of Science and Technology of China', 'Harbin Institute of Technology', 'Microsoft', 'University of S&T of China']"
aaai,3817,"['Chinese Academy of Sciences', 'Baidu']"
aaai,3818,['Alibaba']
aaai,3819,['Florida International University']
aaai,3820,['Cornell']
aaai,3821,['A*STAR']
aaai,3822,['Cornell']
aaai,3823,['Aarhus University']
aaai,3824,"['University of Oslo', 'UC Santa Cruz']"
aaai,3825,['Tsinghua University']
aaai,3826,['Cornell']
aaai,3827,"['University of New South Wales', 'Data61', 'CSIRO']"
aaai,3828,"['Max Planck Society', 'IBM']"
aaai,3829,['Carnegie Mellon']
aaai,3830,['Technion']
aaai,3831,['University of Texas at Austin']
aaai,3832,['CNRS']
aaai,3833,"['University of Alberta', 'Zhejiang University']"
aaai,3834,['Stanford University']
aaai,3835,"['University of Technology Sydney', 'National University of Defense Technology', 'Alibaba']"
aaai,3836,['UC Berkeley']
aaai,3837,['Indiana University']
aaai,3838,['Washington University in St. Louis']
aaai,3839,"['Indian Institute of Science', 'Indiana University']"
aaai,3840,"['Peking University', 'Shanghai Jiaotong University', 'Ant Financial']"
aaai,3841,"['University of Sydney', 'University of Technology Sydney']"
aaai,3842,['Singapore University of Technology and Design']
aaai,3843,['UC Berkeley']
aaai,3844,['University of Southern California']
aaai,3845,"['University of Science and Technology of China', 'University of S&T of China']"
aaai,3846,['Massachusetts Institute of Technology']
aaai,3745,['Bar-Ilan University']
aaai,3848,"['TU Munchen', 'University of Warsaw', 'University of Oxford']"
aaai,3849,['Stanford University']
aaai,3850,"['National University of Singapore', 'ETH Zurich']"
aaai,3863,"['Temple University', 'Adobe']"
aaai,3851,['Monash University']
aaai,3852,"['Academia Sinica', 'National Taiwan University', 'Massachusetts Institute of Technology', 'University of California, Los Angeles', 'University of Michigan', 'IBM', 'JD.com']"
aaai,3853,"['Kyoto University', 'RIKEN']"
aaai,3854,['Tsinghua University']
aaai,3855,"['Columbia University', 'Massachusetts Institute of Technology']"
aaai,3856,['Cainiao']
aaai,3857,['Stanford University']
aaai,3756,"['Qatar Computing Research Institute', 'KAIST', 'Seoul National University']"
aaai,3859,['South China University of Technology']
aaai,3860,"['University of Western Ontario', 'Hunan Engineering Research Center of Machine Vision and Intelligent Medicine']"
aaai,3861,"['Harbin Institute of Technology', 'Cornell']"
aaai,3862,['Chinese Academy of Sciences']
aaai,3870,"['Qatar Computing Research Institute', 'Nanyang Technological University', 'University of Minnesota']"
aaai,3871,[]
aaai,3872,[]
aaai,3873,['University of Copenhagen']
aaai,3874,"['Chinese Academy of Sciences', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong', 'Hong Kong Polytechnic University']"
aaai,3875,['University of Electronic Science and Technology of China']
aaai,3876,['Massachusetts Institute of Technology']
aaai,3877,['Stony Brook University']
aaai,3878,"['Tsinghua University', 'SenseTime Group Ltd.']"
aaai,3879,['Nanjing University']
aaai,3880,['IIIT Hyderabad']
aaai,3881,['Beijing Jiaotong University']
aaai,3882,['Indian Institute of Science']
aaai,3883,['Tsinghua University']
aaai,3884,"['Beijing University of Posts and Telecommunications', 'Ant Financial']"
aaai,3885,['Tsinghua University']
aaai,3926,"['Massachusetts Institute of Technology', 'Virginia Tech']"
aaai,3886,[]
aaai,3887,['KAIST']
aaai,3888,['Microsoft']
aaai,3889,"['Nanjing University', 'Nanjing University of Aeronautics and Astronautics', 'Tsinghua University', 'National University of Singapore', 'University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign', 'Beihang University']"
aaai,3890,"['Beijing Jiaotong University', 'Microsoft']"
aaai,3891,"['Nanjing University', 'Nanjing University of Aeronautics and Astronautics']"
aaai,3892,['Tsinghua University']
aaai,3893,"['University of Sydney', 'University of Cambridge', 'Beihang University']"
aaai,3894,"['Nanjing University', 'Nanjing University of Aeronautics and Astronautics', 'National University of Defense Technology', 'Baidu', 'Beihang University']"
aaai,3895,['Pennsylvania State University']
aaai,3896,['University of S&T of China']
aaai,3897,['Academia Sinica']
aaai,3898,['SUNY Buffalo']
aaai,3899,"['University of Maryland', 'University of Pittsburgh']"
aaai,3900,"['National University of Defense Technology', 'Shanghai Jiaotong University', 'Stanford University', 'University of North Carolina', 'University of North Carolina at Chapel Hill']"
aaai,3901,"['National Institute of Informatics', 'Beihang University']"
aaai,3902,['Technion']
aaai,3903,['ERNET']
aaai,3904,['ETH Zurich']
aaai,3905,"['Peking University', 'Georgia Institute of Technology', 'IBM']"
aaai,3906,['East China Normal University']
aaai,3907,['Tokyo Inst. of Tech.']
aaai,3908,['Seoul National University']
aaai,3909,['University of Alberta']
aaai,3910,"['Baidu', 'Rutgers University']"
aaai,3911,['Academia Sinica']
aaai,3912,['SUNY Buffalo']
aaai,3913,"['National University of Defense Technology', 'Tsinghua University', 'University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign', 'Facebook', 'Xiaomi']"
aaai,3914,"['Nanjing University', 'Nanjing University of Aeronautics and Astronautics', 'University of North Carolina', 'University of North Carolina at Chapel Hill']"
aaai,3915,['Tencent']
aaai,3916,"['Peking University', 'Johns Hopkins University', 'IBM', 'Ant Financial']"
aaai,3917,[]
aaai,3918,"['Tsinghua University', 'SenseTime Group Ltd.', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,3919,['Peking University']
aaai,3920,"['Hong Kong Baptist University', 'McGill University']"
aaai,3927,[]
aaai,3921,"['Nanyang Technological University', 'University of Southampton']"
aaai,3922,"['University of Missouri', 'Didi']"
aaai,3923,[]
aaai,3924,"['University of North Carolina', 'University of Oregon']"
aaai,3925,['Tsinghua University']
aaai,3928,"['McMaster University', 'Shanghai Jiaotong University']"
aaai,3929,"['Tsinghua University', 'UC Santa Barbara']"
aaai,3931,['Chinese Academy of Sciences']
aaai,3932,"['National University of Singapore', 'A*STAR', 'University of Electronic Science and Technology of China', 'JD.com']"
aaai,3933,['Northwestern University']
aaai,3934,"['University of Florida', 'Citadel', 'Microsoft', 'JD.com']"
aaai,3935,['IBM']
aaai,3936,['Cycorp']
aaai,3937,"['Alibaba', 'Nanyang Technological University']"
aaai,3938,"['Jilin University', 'Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education', 'Texas A&M University, College Station']"
aaai,3939,['University of Minnesota']
aaai,3940,"['Tsinghua University', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,3941,"['Peking University', 'Carnegie Mellon', 'Stanford University', 'UC Berkeley', 'Microsoft']"
aaai,3942,"['NEC', 'Columbia University', 'University of Notre Dame']"
aaai,3943,"['University of Southern California', 'Sina']"
aaai,3944,"['Monash University', 'Carnegie Mellon']"
aaai,3945,['University of Waterloo']
aaai,3956,['University of Connecticut']
aaai,3957,[]
aaai,3958,"['University of Science and Technology of China', 'Michigan State University', 'University of S&T of China']"
aaai,3959,[]
aaai,3960,"['Vienna University of Technology', 'Technical University Berlin', 'University of Sheffield']"
aaai,3961,"['National Institute of Informatics', 'RIKEN']"
aaai,3962,"['University of Toronto', 'Carnegie Mellon']"
aaai,3963,"['Nanjing University', 'Nanjing University of Aeronautics and Astronautics', 'University of Pittsburgh', 'JD.com']"
aaai,3964,['University of Lisbon']
aaai,3965,"['University of Tokyo', 'National Institute of Informatics']"
aaai,3966,['University of Central Florida']
aaai,3967,"['Institut Universitaire de France', 'CNRS']"
aaai,3968,"['University of Science and Technology of China', 'University of Minnesota']"
aaai,3969,"['University of Science and Technology of China', 'University of S&T of China']"
aaai,3970,"['Southern University of Science and Technology', 'Southern University of Science and Technology', 'University of Science and Technology of China']"
aaai,3971,['UC Berkeley']
aaai,3972,"['Georgia Institute of Technology', 'University of Michigan']"
aaai,3973,['National Taiwan University']
aaai,3974,['National University of Singapore']
aaai,3975,['University of Stuttgart']
aaai,3976,['INESC-ID']
aaai,3977,['Deakin University']
aaai,3978,"['Eindhoven University of Technology', 'Delft University of Technology']"
aaai,3979,"['Dalian University of Technology', 'Zhejiang University']"
aaai,3980,"['Bosch GmbH', 'Carnegie Mellon']"
aaai,3981,"['Dalian University of Technology', 'Fudan University', 'Hong Kong Polytechnic University']"
aaai,3982,['University of Southern California']
aaai,3983,['University of Notre Dame']
aaai,3984,"['Shanghai Jiaotong University', 'Yale University', 'IBM', 'Tongji University']"
aaai,3985,['University of Florida']
aaai,3990,['University of London']
aaai,3991,[]
aaai,3992,"['Beijing Institute of Technology', 'George Mason University']"
aaai,3993,"['Peking University', 'Alibaba']"
aaai,3994,['University of Toronto']
aaai,3995,['Indian Institute of Science']
aaai,3996,"['University of New South Wales', 'Data61', 'University of Amsterdam', 'University of Southampton']"
aaai,3997,"['Indian Institute of Science', 'Stanford University']"
aaai,3998,"['Kyushu University', 'RIKEN']"
aaai,3999,[]
aaai,4001,['Technion']
aaai,4002,"['Carnegie Mellon', 'Stanford University']"
aaai,4003,"['Centrum Wiskunde & Informatica', 'Technische Universität Wien (TU Wien)']"
aaai,4004,['University of Toronto']
aaai,4005,['Purdue University']
aaai,4006,['Google']
aaai,4008,"['Prowler.io', 'University of Colorado', 'University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign']"
aaai,4009,"['Harvard University', 'UC Santa Cruz']"
aaai,4010,"['University of Toronto', 'Duke University']"
aaai,4011,"['University of Alberta', 'Google']"
aaai,4012,"['University of Edinburgh', 'University of Southern California']"
aaai,4013,['University of Maryland']
aaai,4014,"['Harvard University', 'University of Maryland', 'Google', 'Microsoft']"
aaai,4015,"['Duke University', 'Stanford University']"
aaai,4016,"['IDSIA', 'UC Berkeley']"
aaai,4017,"['Jagiellonian University', 'University of Warsaw']"
aaai,4019,['Carnegie Mellon']
aaai,4020,['Athens University of Economics and Business']
aaai,4021,['University of Chicago']
aaai,4022,"['Technical University Berlin', 'University of Warsaw']"
aaai,5192,"['Harvard University', 'Yahoo! Inc.']"
aaai,4023,['Microsoft']
aaai,4024,"['Carnegie Mellon', 'UC Berkeley']"
aaai,4025,"['University of Oxford', 'University of Essex']"
aaai,4026,['Sharif University of Technology']
aaai,4027,['Google']
aaai,4028,[]
aaai,4029,"['Duke University', 'Google']"
aaai,4030,['University of Sydney']
aaai,4031,"['Nanyang Technological University', 'University of Oxford', 'University of Southampton', 'Carnegie Mellon', 'University of Southern California']"
aaai,4032,['Czech Technical University']
aaai,4033,['University of Electronic Science and Technology of China']
aaai,4034,"['Kyushu University', 'University of Oxford']"
aaai,4035,"['Kyushu University', 'National University of Singapore', 'ETH Zurich']"
aaai,4036,"['Technion', 'University of Washington']"
aaai,4037,"['Ben-Gurion University of the Negev', 'Hebrew University']"
aaai,4038,"['Technion', 'Nanyang Technological University', ""King's College London""]"
aaai,4039,"['Shanghai Jiaotong University', 'University of Electronic Science and Technology of China']"
aaai,4040,['Washington University in St. Louis']
aaai,4041,"['New York University', 'Google']"
aaai,4042,"['University of Oxford', 'UC Berkeley']"
aaai,4043,"['Politecnico di Milano', 'Carnegie Mellon']"
